Id	D8B1	D8B2	D8B3	D8B6	D8B7	D8B8	D8B9	D20B1	D20B2	D20B3	D20B6	D20B7	D20B8	D20B9	norm.D8B1	norm.D8B2	norm.D8B3	norm.D8B6	norm.D8B7	norm.D8B8	norm.D8B9	norm.D20B1	norm.D20B2	norm.D20B3	norm.D20B6	norm.D20B7	norm.D20B8	norm.D20B9	baseMean	D8	D20	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
PRELSG_0009400	49	26	3	71	57	101	45	27	0	1	0	4	0	1	4	7	8	14	5	8	6	12	0	3	0	6	0	13	6.19	7	5	0.995	-0.007	-0.01	0.991792778870237	0.999765969376198	0	0.3479	0.3164	0.3164	TRUE	NA
PRELSG_0009500	305	107	5	129	250	332	179	56	0	8	0	16	4	0	25	29	13	25	23	26	25	25	0	25	0	26	21	0	18.79	24	14	0.848	-0.238	-0.635	0.525202596516966	0.999204487240972	0.028	0.1456	0.1025	0.1025	TRUE	NA
PRELSG_0009600	55	19	0	17	38	75	27	4	0	3	0	3	0	0	5	5	0	3	4	6	4	2	0	9	0	5	0	0	3.02	4	2	0.893	-0.164	-0.197	0.843458856755095	NA	0	0.6655	0.6104	0.6104	TRUE	NA
PRELSG_0009700	6	0	0	0	1	7	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0.09	0	0	5.011	2.325	0.771	0.440837980533018	NA	0	20.4262	14	14	TRUE	NA
PRELSG_0009800	57	14	0	21	54	98	42	14	0	3	0	3	0	1	5	4	0	4	5	8	6	6	0	9	0	5	0	13	4.62	5	5	1.242	0.313	0.469	0.639172382983283	0.999204487240972	0	0.4505	0.342	0.342	TRUE	NA
PRELSG_0009900	130	36	3	64	100	189	69	22	1	3	0	12	6	2	11	10	8	12	9	15	10	10	18	9	0	19	31	26	13.44	11	16	1.499	0.584	1.385	0.16613541614427	0.999204487240972	0	0.1852	0.1235	0.1235	TRUE	NA
PRELSG_0010000	117	51	1	80	136	132	81	23	0	1	0	2	2	1	10	14	3	16	13	10	11	10	0	3	0	3	10	13	8.28	11	6	0.668	-0.581	-1.005	0.314908828204067	0.999204487240972	0	0.2718	0.2076	0.2076	TRUE	NA
PRELSG_0010100	196	95	11	162	257	198	162	60	1	7	1	15	8	1	16	25	28	31	24	15	23	27	18	22	25	24	41	13	23.86	23	24	1.227	0.295	0.867	0.385744524976003	0.999204487240972	0	0.1245	0.089	0.089	TRUE	NA
PRELSG_0010200	199	89	11	122	194	271	156	73	1	3	1	12	8	4	17	24	28	24	18	21	22	33	18	9	25	19	41	52	25.08	22	28	1.321	0.401	1.112	0.266216299591217	0.999204487240972	0	0.1207	0.1087	0.1087	TRUE	NA
PRELSG_0010300	21	4	2	11	9	25	7	3	0	0	0	0	1	0	2	1	5	2	1	2	1	1	0	0	0	0	5	0	1.46	2	1	1.06	0.084	0.086	0.931822422160286	NA	0	1.3291	0.8027	0.8027	TRUE	NA
PRELSG_0010400	9	4	0	4	17	9	8	0	0	0	0	0	0	0	1	1	0	1	2	1	1	0	0	0	0	0	0	0	0.43	1	0	0.969	-0.045	-0.024	0.980756805793649	NA	0	4.3891	4.8351	4.8351	TRUE	NA
PRELSG_0010500	26	5	2	4	36	12	5	3	0	0	0	0	1	0	2	1	5	1	3	1	1	1	0	0	0	0	5	0	1.5	2	1	1.061	0.085	0.086	0.931299902691995	NA	0	1.2952	0.9145	0.9145	TRUE	NA
PRELSG_0010700	775	257	31	447	779	795	542	212	4	31	1	60	11	6	65	68	80	87	73	62	77	95	73	97	25	96	57	78	73.72	73	74	1.155	0.208	0.976	0.328867796266034	0.999204487240972	0	0.0715	0.0394	0.0394	TRUE	NA
PRELSG_0010800	45	12	3	18	35	68	27	8	1	0	0	1	2	0	4	3	8	3	3	5	4	4	18	0	0	2	10	0	4.59	4	5	0.939	-0.091	-0.134	0.89368399093996	0.999204487240972	0.0135	0.4528	0.2942	0.2942	TRUE	NA
PRELSG_0010900	53	18	1	24	47	53	30	12	1	0	2	0	0	1	4	5	3	5	4	4	4	5	18	0	49	0	0	13	8.23	4	12	1.214	0.28	0.337	0.736055311196802	0.999204487240972	0.8977	0.2731	0.5634	0.5634	TRUE	NA
PRELSG_0011000	18	0	0	7	19	21	18	5	0	0	0	0	0	0	2	0	0	1	2	2	3	2	0	0	0	0	0	0	0.79	1	0	1.351	0.434	0.281	0.778368294900233	NA	0	2.4105	3.0594	3.0594	TRUE	NA
PRELSG_0011100	1289	408	37	491	1095	1328	743	182	3	35	5	66	20	11	108	109	95	95	103	104	105	81	55	110	124	106	103	143	102.85	103	103	0.972	-0.041	-0.198	0.842711301824472	0.999204487240972	0	0.0644	0.0386	0.0386	TRUE	NA
PRELSG_0011200	167	73	9	90	211	203	148	50	2	6	1	14	5	4	14	19	23	17	20	16	21	22	36	19	25	22	26	52	23.8	19	29	1.446	0.532	1.648	0.0994231317017422	0.999204487240972	0	0.1247	0.0707	0.0707	TRUE	NA
PRELSG_0011300	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	12.693	3.666	1.204	0.228654305817382	NA	0	51.1763	14	14	TRUE	NA
PRELSG_0011400	40	13	3	27	51	55	23	13	0	2	0	2	4	1	3	3	8	5	5	4	3	6	0	6	0	3	21	13	5.79	4	7	1.614	0.691	1.159	0.246628546087426	0.999204487240972	0	0.369	0.2512	0.2512	TRUE	NA
PRELSG_0011500	17	2	1	7	19	15	10	1	0	0	0	0	0	0	1	1	3	1	2	1	1	0	0	0	0	0	0	0	0.76	1	0	0.788	-0.344	-0.274	0.784066529381534	NA	0	2.4924	1.6699	1.6699	TRUE	NA
PRELSG_0011600	10	1	0	3	8	6	8	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	25	0	0	0	2.06	1	4	1.863	0.897	0.773	0.43950446645796	NA	0	0.9553	1.2522	1.2522	TRUE	NA
PRELSG_0011700	221	81	7	90	137	276	114	43	1	7	0	12	2	1	18	22	18	17	13	22	16	19	18	22	0	19	10	13	16.29	18	14	0.985	-0.021	-0.057	0.954814113151153	0.999204487240972	0	0.1609	0.0958	0.0958	TRUE	NA
PRELSG_0011800	130	66	1	49	116	135	72	13	0	4	0	6	1	2	11	18	3	10	11	11	10	6	0	13	0	10	5	26	9.37	11	9	0.858	-0.222	-0.422	0.673089075742012	0.999204487240972	0.0216	0.2455	0.1871	0.1871	TRUE	NA
PRELSG_0011900	150	35	10	35	133	192	98	18	1	9	0	17	2	2	13	9	26	7	12	15	14	8	18	28	0	27	10	26	15.27	14	17	1.149	0.2	0.46	0.645276457035712	0.999204487240972	0	0.1685	0.1467	0.1467	TRUE	NA
PRELSG_0012000	53	17	2	26	39	99	27	7	0	2	0	3	1	0	4	5	5	5	4	8	4	3	0	6	0	5	5	0	3.84	5	3	0.872	-0.197	-0.301	0.763116766115318	NA	0	0.5328	0.2831	0.2831	TRUE	NA
PRELSG_0012050	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	21.503	4.426	1.441	0.149595613997307	NA	0	334.3479	14	14	TRUE	NA
PRELSG_0012100	190	25	3	47	95	121	77	10	0	3	0	2	0	0	16	7	8	9	9	9	11	4	0	9	0	3	0	0	6.12	10	2	0.372	-1.427	-2.245	0.0247485563167522	0.651302546444895	0	0.3514	0.2453	0.2453	TRUE	NA
PRELSG_0012200	7	5	0	6	12	7	13	3	1	0	0	0	0	0	1	1	0	1	1	1	2	1	18	0	0	0	0	0	1.87	1	3	2.012	1.009	1.008	0.31355507548021	NA	0	1.0455	0.8094	0.8094	TRUE	NA
PRELSG_0012300	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	21.197	4.406	1.433	0.151855153020964	NA	0	279.1985	14	14	TRUE	NA
PRELSG_0012400	95	23	4	35	46	73	54	3	1	3	0	2	1	0	8	6	10	7	4	6	8	1	18	9	0	3	5	0	6.16	7	5	0.577	-0.794	-1.222	0.221660222228691	0.999204487240972	0	0.3497	0.2573	0.2573	TRUE	NA
PRELSG_0012500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRELSG_0012600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRELSG_0012650	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	21.197	4.406	1.433	0.151855153020964	NA	0	279.1985	14	14	TRUE	NA
PRELSG_0012700	9	3	3	3	5	17	6	5	1	0	0	0	1	0	1	1	8	1	0	1	1	2	18	0	0	0	5	0	2.72	2	4	2.426	1.279	1.427	0.153576241545467	NA	0.3644	0.7322	0.6194	0.6194	TRUE	NA
PRELSG_0012800	198	68	10	117	133	182	42	9	1	1	0	6	2	2	17	18	26	23	12	14	6	4	18	3	0	10	10	26	13.36	17	10	0.494	-1.018	-1.999	0.0456518295303425	0.814411411715827	0.0838	0.1861	0.1547	0.1547	TRUE	NA
PRELSG_0012850	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	19.025	4.25	1.385	0.166050476199529	NA	0	92.4384	14	14	TRUE	NA
PRELSG_0012900	92	30	0	31	37	60	20	3	0	0	0	2	0	0	8	8	0	6	3	5	3	1	0	0	0	3	0	0	2.66	5	1	0.461	-1.117	-1.267	0.205069174966901	NA	0	0.7488	0.5891	0.5891	TRUE	NA
PRELSG_0013000	94	9	5	28	92	91	66	16	2	5	1	15	2	2	8	2	13	5	9	7	9	7	36	16	25	24	10	26	14.14	8	21	2.022	1.015	2.211	0.0270323681893528	0.668211872497596	0.1373	0.1783	0.1569	0.1569	TRUE	NA
PRELSG_0013100	41	18	3	22	41	58	18	18	0	1	0	0	1	1	3	5	8	4	4	5	3	8	0	3	0	0	5	13	4.32	5	4	1.024	0.035	0.047	0.962646505314641	0.999204487240972	0	0.479	0.4277	0.4277	TRUE	NA
PRELSG_0013120	0	0	0	0	0	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1.88	0	4	16.915	4.08	1.34	0.180270257364637	NA	14	1.0376	5.2591	14	TRUE	NA
PRELSG_0013130	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	9.212	3.204	1.048	0.294450519378545	NA	0	55.701	14	14	TRUE	NA
PRELSG_0013140	20	3	2	7	18	42	11	13	2	0	0	0	1	0	2	1	5	1	2	3	2	6	36	0	0	0	5	0	4.5	2	7	1.934	0.952	1.014	0.310610907212714	0.999204487240972	1.4004	0.4617	0.8821	0.8821	TRUE	NA
PRELSG_0013150	22	13	3	28	29	50	13	35	3	0	1	3	2	1	2	3	8	5	3	4	2	16	55	0	25	5	10	13	10.72	4	18	3.837	1.94	3.114	0.00184333481443307	0.170036396785021	0.5231	0.2204	0.3518	0.3518	TRUE	NA
PRELSG_0013200	1065	341	46	408	1222	1148	924	195	1	18	10	76	22	6	89	91	118	79	114	90	131	87	18	57	247	122	114	78	102.49	102	103	0.929	-0.107	-0.352	0.724955049524565	0.999204487240972	0.1665	0.0644	0.1131	0.1131	TRUE	NA
PRELSG_0013300	821	315	36	504	1018	1171	827	290	9	34	5	78	16	4	68	84	92	98	95	92	117	129	164	107	124	125	83	52	102.19	92	112	1.247	0.319	1.393	0.163519980391232	0.999204487240972	0.0474	0.0645	0.0562	0.0562	TRUE	NA
PRELSG_0013400	302	70	2	82	188	175	139	79	2	5	0	55	3	1	25	19	5	16	18	14	20	35	36	16	0	88	16	13	22.86	17	29	1.792	0.842	1.927	0.0539892044473969	0.880117117327823	0.2334	0.1279	0.1822	0.1822	TRUE	NA
PRELSG_0013450	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	18.799	4.233	1.379	0.167884747663165	NA	0	167.1971	14	14	TRUE	NA
PRELSG_0013500	337	168	15	197	363	306	281	78	3	7	4	24	5	6	28	45	38	38	34	24	40	35	55	22	99	39	26	78	42.86	35	51	1.223	0.291	1.026	0.305102579383924	0.999204487240972	0.0361	0.0898	0.0634	0.0634	TRUE	NA
PRELSG_0013600	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	21.63	4.435	1.444	0.14864879305469	NA	0	184.8306	14	14	TRUE	NA
PRELSG_0013700	176	105	2	72	127	115	95	15	0	1	0	2	2	6	15	28	5	14	12	9	13	7	0	3	0	3	10	78	14.09	14	14	0.692	-0.531	-0.836	0.403034076326888	0.999204487240972	0.5516	0.1788	0.3671	0.3671	TRUE	NA
PRELSG_0013800	27	13	1	25	35	39	20	11	0	0	0	1	1	0	2	3	3	5	3	3	3	5	0	0	0	2	5	0	2.43	3	2	1.029	0.042	0.051	0.959609947814301	NA	0	0.8158	0.5011	0.5011	TRUE	NA
PRELSG_0013900	96	13	1	25	54	72	27	3	0	0	0	2	0	0	8	3	3	5	5	6	4	1	0	0	0	3	0	0	2.71	5	1	0.389	-1.361	-1.627	0.103783472832853	NA	0	0.7353	0.4991	0.4991	TRUE	NA
PRELSG_0014000	149	55	11	65	156	195	118	46	2	2	0	7	2	0	12	15	28	13	15	15	17	21	36	6	0	11	10	0	14.24	16	12	0.796	-0.329	-0.685	0.493161903185768	0.999204487240972	0.1726	0.1774	0.1753	0.1753	TRUE	NA
PRELSG_0014100	177	62	3	58	154	137	76	27	2	3	1	7	2	0	15	17	8	11	14	11	11	12	36	9	25	11	10	0	13.6	12	15	0.943	-0.084	-0.196	0.844978313789856	0.999204487240972	0.001	0.1835	0.1053	0.1053	TRUE	NA
PRELSG_0014200	110	22	4	52	54	75	64	12	0	0	0	9	1	1	9	6	10	10	5	6	9	5	0	0	0	14	5	13	6.67	8	5	0.814	-0.297	-0.449	0.653454949796679	0.999204487240972	0	0.3265	0.3406	0.3406	TRUE	NA
PRELSG_0014300	152	37	3	46	143	132	92	32	0	1	0	18	4	1	13	10	8	9	13	10	13	14	0	3	0	29	21	13	11.14	11	11	1.267	0.341	0.758	0.44847447291739	0.999204487240972	0.0345	0.214	0.1375	0.1375	TRUE	NA
PRELSG_0014400	22	12	1	14	31	38	32	8	0	1	0	6	0	0	2	3	3	3	3	3	5	4	0	3	0	10	0	0	2.65	3	2	1.463	0.549	0.723	0.469880677529703	NA	0	0.7518	0.4361	0.4361	TRUE	NA
PRELSG_0014500	11	4	0	4	2	5	7	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0.31	1	0	1.643	0.717	0.344	0.730923430759682	NA	0	6.0874	6.1947	6.1947	TRUE	NA
PRELSG_0014800	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	21.63	4.435	1.444	0.14864879305469	NA	0	184.8306	14	14	TRUE	NA
PRELSG_0014900	547	143	10	137	305	768	223	82	4	20	2	26	9	5	46	38	26	27	29	60	32	37	73	63	49	42	47	65	45.09	37	54	1.322	0.403	1.379	0.167994646348229	0.999204487240972	0.0603	0.0876	0.0771	0.0771	TRUE	NA
PRELSG_0015000	6	4	0	13	20	29	8	5	0	0	0	1	1	1	1	1	0	3	2	2	1	2	0	0	0	2	5	13	2.24	1	3	2.669	1.416	1.675	0.093981446220127	NA	0	0.8808	0.5516	0.5516	TRUE	NA
PRELSG_0015100	6	1	0	0	1	9	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0.13	0	0	3.295	1.72	0.572	0.567396301274177	NA	0	14.2004	14	14	TRUE	NA
PRELSG_0015150	5	3	0	1	0	4	5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.17	0	0	3.419	1.773	0.59	0.554992474013819	NA	0	10.8038	13.9016	13.9016	TRUE	NA
PRELSG_0015200	122	42	2	32	78	72	55	13	1	3	0	5	0	2	10	11	5	6	7	6	8	6	18	9	0	8	0	26	8.63	8	10	0.984	-0.024	-0.044	0.964880666527948	0.999204487240972	0.0446	0.2626	0.1782	0.1782	TRUE	NA
PRELSG_0015300	25	0	1	14	25	36	22	12	0	0	1	5	0	0	2	0	3	3	2	3	3	5	0	0	25	8	0	0	3.84	2	5	2.37	1.245	1.534	0.124986754846637	NA	0.533	0.5327	0.5326	0.5326	TRUE	NA
PRELSG_0015400	195	87	20	85	246	252	196	66	1	7	2	29	6	1	16	23	51	17	23	20	28	29	18	22	49	47	31	13	27.68	25	30	1.304	0.383	1.072	0.283832714572107	0.999204487240972	0.1102	0.1137	0.1123	0.1123	TRUE	NA
PRELSG_0015500	305	117	6	144	239	315	175	68	2	9	1	5	4	2	25	31	15	28	22	25	25	30	36	28	25	8	21	26	24.73	24	25	0.942	-0.086	-0.23	0.818067575610423	0.999204487240972	0	0.1217	0.1084	0.1084	TRUE	NA
PRELSG_0015600	5	11	0	10	8	6	15	5	0	0	0	1	0	0	0	3	0	2	1	0	2	2	0	0	0	2	0	0	0.89	1	1	2.057	1.04	0.911	0.362182111719831	NA	0	2.1439	1.3033	1.3033	TRUE	NA
PRELSG_0015700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRELSG_0015750	3	0	0	0	2	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0.65	0	1	16.427	4.038	2.231	0.0256495162453797	NA	0	2.9394	4.2674	4.2674	TRUE	NA
PRELSG_0015800	22	0	3	8	11	13	18	0	0	0	0	2	7	14	2	0	8	2	1	1	3	0	0	0	0	3	36	181	16.9	2	31	4.976	2.315	1.485	0.137669451622191	0.999204487240972	3.626	0.1567	1.228	3.626	TRUE	NA
PRELSG_0015900	2	1	0	0	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.44	0	1	6.071	2.602	1.315	0.188620976434983	NA	0	4.296	5.2496	5.2496	TRUE	NA
PRELSG_0016000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	21.503	4.426	1.441	0.149595613997307	NA	0	334.3479	14	14	TRUE	NA
PRELSG_0016050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRELSG_0016200	1016	280	36	366	904	955	604	220	2	30	1	71	13	5	85	75	92	71	85	75	85	98	36	94	25	114	67	65	76.25	81	71	1	0	-0.002	0.998563780622381	0.999852720273086	0.017	0.0707	0.0418	0.0418	TRUE	NA
PRELSG_0016300	354	363	20	344	367	593	307	220	1	16	2	11	12	3	30	97	51	67	34	46	43	98	18	50	49	18	62	39	50.24	53	48	0.994	-0.008	-0.022	0.982114172686752	0.999765969376198	0.2427	0.0834	0.1636	0.1636	TRUE	NA
PRELSG_0016400	253	79	5	83	178	281	113	35	1	7	2	6	4	3	21	21	13	16	17	22	16	16	18	22	49	10	21	39	21.45	18	25	1.018	0.026	0.071	0.943138492997814	0.999204487240972	0.0082	0.1333	0.0887	0.0887	TRUE	NA
PRELSG_0016500	37	9	0	4	33	50	19	4	0	0	0	5	1	1	3	2	0	1	3	4	3	2	0	0	0	8	5	13	3.14	2	4	1.72	0.782	1.032	0.302218616817131	NA	0	0.642	0.4392	0.4392	TRUE	NA
PRELSG_0016600	64	20	4	20	85	106	49	30	0	2	0	4	0	1	5	5	10	4	8	8	7	13	0	6	0	6	0	13	6.22	7	5	1.006	0.009	0.014	0.988913948604829	0.999765969376198	0	0.3466	0.3019	0.3019	TRUE	NA
PRELSG_0016700	7	1	0	3	1	10	4	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0.21	1	0	2.257	1.174	0.491	0.623758740903256	NA	0	9.1434	8.4657	8.4657	TRUE	NA
PRELSG_0016800	8	2	0	3	8	7	5	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	5	0	0.67	1	1	2.402	1.264	0.961	0.336368981662036	NA	0	2.8268	1.9066	1.9066	TRUE	NA
PRELSG_0016900	22	10	0	12	10	21	18	4	1	1	0	0	0	0	2	3	0	2	1	2	3	2	18	3	0	0	0	0	2.51	2	3	1.345	0.428	0.475	0.634653354516822	NA	0.1342	0.7908	0.5389	0.5389	TRUE	NA
PRELSG_0017000	9	2	0	3	7	8	6	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	2	0	0	0.4	1	0	1.938	0.954	0.567	0.570543973850106	NA	0	4.7148	3.7462	3.7462	TRUE	NA
PRELSG_0017100	3	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	7.547	2.916	0.962	0.336048451957255	NA	0	27.6577	14	14	TRUE	NA
PRELSG_0017300	54	24	3	30	102	95	69	21	1	7	0	12	4	0	5	6	8	6	10	7	10	9	18	22	0	19	21	0	10.05	7	13	1.998	0.999	2.329	0.0198519602503526	0.586563388022136	0	0.232	0.1241	0.1241	TRUE	NA
PRELSG_0017400	18	6	0	7	20	42	11	6	0	1	0	1	0	0	2	2	0	1	2	3	2	3	0	3	0	2	0	0	1.33	2	1	1.538	0.621	0.642	0.520951371167485	NA	0	1.4522	0.8424	0.8424	TRUE	NA
PRELSG_0017500	291	109	8	96	197	140	159	60	1	3	0	38	4	4	24	29	21	19	18	11	23	27	18	9	0	61	21	52	23.74	21	27	1.395	0.48	1.184	0.23660276933191	0.999204487240972	0.1774	0.1249	0.1502	0.1502	TRUE	NA
PRELSG_0017600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRELSG_0017700	5	5	0	6	9	5	8	7	0	4	0	0	0	0	0	1	0	1	1	0	1	3	0	13	0	0	0	0	1.5	1	2	3.443	1.783	1.693	0.0904324714832545	NA	0	1.293	1.1003	1.1003	TRUE	NA
PRELSG_0017750	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	21.52	4.428	1.441	0.149475237678406	NA	0	98.1968	14	14	TRUE	NA
PRELSG_0017800	27	7	0	10	8	19	6	0	0	2	0	1	0	0	2	2	0	2	1	1	1	0	0	6	0	2	0	0	1.22	1	1	1.459	0.545	0.448	0.65447456196366	NA	0	1.5815	1.6715	1.6715	TRUE	NA
PRELSG_0017880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRELSG_0017900	3	2	0	1	4	7	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0.18	0	0	3.102	1.633	0.773	0.439658579337364	NA	0	10.5605	6.33	6.33	TRUE	NA
PRELSG_0017950	3	2	0	3	0	5	3	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	13	1.2	0	2	5.467	2.451	1.827	0.0676652672026062	NA	0	1.6077	1.8257	1.8257	TRUE	NA
PRELSG_0018000	6	4	1	4	6	27	6	9	0	0	0	0	0	1	1	1	3	1	1	2	1	4	0	0	0	0	0	13	1.82	1	2	2.529	1.338	1.335	0.181789906120312	NA	0.4028	1.0754	0.8609	0.8609	TRUE	NA
PRELSG_0018100	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	18.825	4.235	1.38	0.16767131342093	NA	0	49.1215	14	14	TRUE	NA
PRELSG_0018200	124	96	7	91	132	128	114	40	1	8	0	3	3	2	10	26	18	18	12	10	16	18	18	25	0	5	16	26	15.54	16	15	1.093	0.128	0.3	0.764187330106978	0.999204487240972	0	0.1664	0.1373	0.1373	TRUE	NA
PRELSG_0018300	1365	1015	138	1857	2102	2905	1593	1021	21	105	5	85	82	20	114	270	354	361	197	227	225	456	383	330	124	136	424	259	275.79	250	302	1.213	0.278	0.898	0.369046749258231	0.999204487240972	0.2302	0.053	0.1464	0.1464	TRUE	NA
PRELSG_0018400	51	22	5	30	66	78	29	12	0	0	0	2	3	1	4	6	13	6	6	6	4	5	0	0	0	3	16	13	5.87	6	5	0.912	-0.132	-0.206	0.836463821966459	0.999204487240972	0	0.3643	0.3013	0.3013	TRUE	NA
PRELSG_0018500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRELSG_0018600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	25.753	4.687	1.529	0.126214459399074	NA	0	313.6139	14	14	TRUE	NA
PRELSG_0018700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRELSG_0018800	128	44	1	31	67	150	62	12	0	2	0	7	1	1	11	12	3	6	6	12	9	5	0	6	0	11	5	13	7.06	8	6	0.866	-0.207	-0.353	0.723759871275478	0.999204487240972	0	0.311	0.2376	0.2376	TRUE	NA
PRELSG_0018900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRELSG_0019000	28	3	0	13	33	35	21	14	0	1	0	4	0	0	2	1	0	3	3	3	3	6	0	3	0	6	0	0	2.16	2	2	1.925	0.945	1.158	0.247037166842886	NA	0	0.9102	0.5418	0.5418	TRUE	NA
PRELSG_0019080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRELSG_0019100	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	21.503	4.426	1.441	0.149595613997307	NA	0	334.3479	14	14	TRUE	NA
PRELSG_0019200	2546	1877	181	2391	4212	4270	3730	1375	10	114	6	227	124	33	212	500	465	464	395	334	528	614	182	358	148	364	641	428	402.46	414	391	0.927	-0.11	-0.348	0.728160979017975	0.999204487240972	0.2535	0.0508	0.1552	0.1552	TRUE	NA
PRELSG_0019300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRELSG_0019400	41	18	0	12	39	58	40	7	1	0	0	8	0	0	3	5	0	2	4	5	6	3	18	0	0	13	0	0	4.19	4	5	1.357	0.44	0.587	0.556898277620406	NA	0.319	0.4925	0.4237	0.4237	TRUE	NA
